record_id,school_code,school_name,school_inep,sex,age_years,age_group,shift,mother_education,income_group,race_group,insecurity_level,any_insecurity,moderate_severe,social_benefit_raw
R0356,6,Escola Classe 104 de São Sebastião,53013484,Masculino,8.405,7–9 anos,Vespertino,0–8 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0357,6,Escola Classe 104 de São Sebastião,53013484,Masculino,8.334,7–9 anos,Matutino,9–11 anos,1 a 2 SM,Brancos,Risco moderado/grave,1,1,1.0
R0358,1,Escola Classe Dom Bosco,53068220,Masculino,11.458,10–11 anos,Vespertino,9–11 anos,>2 SM,Pardos/pretos,Algum risco,1,0,0.0
R0359,1,Escola Classe Dom Bosco,53068220,Masculino,11.003,10–11 anos,Matutino,0–8 anos,Até 1 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0360,4,CEF Miguel Arcanjo,53068211,Feminino,11.565,10–11 anos,Matutino,9–11 anos,1 a 2 SM,Brancos,Sem insegurança,0,0,0.0
R0361,1,Escola Classe Dom Bosco,53068220,Masculino,9.101,7–9 anos,Vespertino,0–8 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0362,1,Escola Classe Dom Bosco,53068220,Feminino,10.157,10–11 anos,Vespertino,9–11 anos,1 a 2 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0363,2,CED São Bartolomeu,53014880,Masculino,11.704,10–11 anos,Vespertino,≥12 anos,Até 1 SM,Pardos/pretos,Algum risco,1,0,1.0
R0364,4,CEF Miguel Arcanjo,53068211,Masculino,11.529,10–11 anos,Vespertino,9–11 anos,>2 SM,Brancos,Algum risco,1,0,0.0
R0365,1,Escola Classe Dom Bosco,53068220,Feminino,9.415,7–9 anos,Vespertino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0366,1,Escola Classe Dom Bosco,53068220,Masculino,9.002,7–9 anos,Vespertino,9–11 anos,1 a 2 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0367,6,Escola Classe 104 de São Sebastião,53013484,Feminino,9.498,7–9 anos,Vespertino,≥12 anos,,Brancos,,,,0.0
R0368,2,CED São Bartolomeu,53014880,Feminino,12.808,12–14 anos,Vespertino,0–8 anos,Até 1 SM,Pardos/pretos,Sem insegurança,0,0,1.0
R0369,4,CEF Miguel Arcanjo,53068211,Masculino,14.19,12–14 anos,Vespertino,0–8 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0370,1,Escola Classe Dom Bosco,53068220,Feminino,8.789,7–9 anos,Vespertino,≥12 anos,1 a 2 SM,Brancos,Algum risco,1,0,0.0
R0371,3,Escola Classe Cerâmica da Bênção,53009770,Feminino,10.0,10–11 anos,Vespertino,9–11 anos,Até 1 SM,Outras raças/cores,Sem insegurança,0,0,0.0
R0372,3,Escola Classe Cerâmica da Bênção,53009770,Feminino,13.473,12–14 anos,,0–8 anos,,Brancos,Risco moderado/grave,1,1,1.0
R0373,7,Centro Educacional São José,53011988,Masculino,12.068,12–14 anos,Matutino,9–11 anos,,Pardos/pretos,Sem insegurança,0,0,1.0
R0374,5,Escola Classe São Bartolomeu,53012178,Feminino,9.155,7–9 anos,Matutino,9–11 anos,Até 1 SM,Brancos,Risco moderado/grave,1,1,1.0
R0375,6,Escola Classe 104 de São Sebastião,53013484,Feminino,11.127,10–11 anos,Matutino,9–11 anos,Até 1 SM,Pardos/pretos,Sem insegurança,0,0,1.0
R0376,3,Escola Classe Cerâmica da Bênção,53009770,Masculino,9.15,7–9 anos,Matutino,0–8 anos,,Brancos,Risco moderado/grave,1,1,1.0
R0377,3,Escola Classe Cerâmica da Bênção,53009770,Masculino,9.183,7–9 anos,Matutino,≥12 anos,1 a 2 SM,Brancos,Sem insegurança,0,0,0.0
R0378,6,Escola Classe 104 de São Sebastião,53013484,Feminino,8.025,7–9 anos,Matutino,≥12 anos,>2 SM,Brancos,Sem insegurança,0,0,
R0379,4,CEF Miguel Arcanjo,53068211,Feminino,12.912,12–14 anos,Vespertino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0380,1,Escola Classe Dom Bosco,53068220,Feminino,9.799,7–9 anos,Matutino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0381,1,Escola Classe Dom Bosco,53068220,Masculino,10.0,10–11 anos,Vespertino,≥12 anos,1 a 2 SM,Brancos,Algum risco,1,0,0.0
R0382,1,Escola Classe Dom Bosco,53068220,Masculino,10.105,10–11 anos,Matutino,9–11 anos,1 a 2 SM,Pardos/pretos,Algum risco,1,0,1.0
R0383,6,Escola Classe 104 de São Sebastião,53013484,Masculino,7.0,7–9 anos,Matutino,9–11 anos,1 a 2 SM,Brancos,Sem insegurança,0,0,0.0
R0384,1,Escola Classe Dom Bosco,53068220,Masculino,10.363,10–11 anos,Matutino,9–11 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0385,6,Escola Classe 104 de São Sebastião,53013484,Feminino,7.992,7–9 anos,Vespertino,9–11 anos,Até 1 SM,Brancos,Risco moderado/grave,1,1,1.0
R0386,2,CED São Bartolomeu,53014880,Masculino,12.422,12–14 anos,Vespertino,9–11 anos,Até 1 SM,Pardos/pretos,Sem insegurança,0,0,1.0
R0387,6,Escola Classe 104 de São Sebastião,53013484,Feminino,8.679,7–9 anos,Matutino,≥12 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0388,6,Escola Classe 104 de São Sebastião,53013484,Masculino,8.821,7–9 anos,Matutino,≥12 anos,Até 1 SM,Outras raças/cores,Sem insegurança,0,0,1.0
R0389,1,Escola Classe Dom Bosco,53068220,Feminino,10.062,10–11 anos,Matutino,9–11 anos,1 a 2 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0390,1,Escola Classe Dom Bosco,53068220,Feminino,11.157,10–11 anos,Matutino,9–11 anos,1 a 2 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0391,6,Escola Classe 104 de São Sebastião,53013484,Masculino,8.055,7–9 anos,Vespertino,≥12 anos,Até 1 SM,Brancos,Algum risco,1,0,1.0
R0392,4,CEF Miguel Arcanjo,53068211,Feminino,13.295,12–14 anos,Vespertino,0–8 anos,>2 SM,Brancos,Algum risco,1,0,0.0
R0393,1,Escola Classe Dom Bosco,53068220,Masculino,13.369,12–14 anos,Vespertino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0394,1,Escola Classe Dom Bosco,53068220,Masculino,9.993,7–9 anos,Vespertino,9–11 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,1.0
R0395,2,CED São Bartolomeu,53014880,Masculino,15.201,15–17 anos,Matutino,Não soube informar,1 a 2 SM,Pardos/pretos,Algum risco,1,0,0.0
R0396,7,Centro Educacional São José,53011988,Masculino,12.736,12–14 anos,Matutino,0–8 anos,1 a 2 SM,Pardos/pretos,Risco moderado/grave,1,1,0.0
R0397,1,Escola Classe Dom Bosco,53068220,Masculino,9.194,7–9 anos,Matutino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0398,2,CED São Bartolomeu,53014880,Feminino,11.806,10–11 anos,Vespertino,9–11 anos,>2 SM,Brancos,Algum risco,1,0,0.0
R0399,6,Escola Classe 104 de São Sebastião,53013484,Feminino,9.952,7–9 anos,Vespertino,9–11 anos,Até 1 SM,Pardos/pretos,Sem insegurança,0,0,1.0
R0400,5,Escola Classe São Bartolomeu,53012178,Masculino,12.0,12–14 anos,Vespertino,9–11 anos,>2 SM,Pardos/pretos,Algum risco,1,0,0.0
R0401,7,Centro Educacional São José,53011988,Feminino,12.208,12–14 anos,Matutino,9–11 anos,1 a 2 SM,Pardos/pretos,Sem insegurança,0,0,1.0
R0402,2,CED São Bartolomeu,53014880,Feminino,12.235,12–14 anos,Vespertino,9–11 anos,1 a 2 SM,Brancos,Risco moderado/grave,1,1,1.0
R0403,6,Escola Classe 104 de São Sebastião,53013484,Feminino,8.572,7–9 anos,Matutino,9–11 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0404,1,Escola Classe Dom Bosco,53068220,Feminino,9.084,7–9 anos,Vespertino,≥12 anos,>2 SM,Brancos,Sem insegurança,0,0,0.0
R0405,5,Escola Classe São Bartolomeu,53012178,Feminino,8.704,7–9 anos,Matutino,9–11 anos,1 a 2 SM,Brancos,Sem insegurança,0,0,1.0
R0406,7,Centro Educacional São José,53011988,Masculino,14.88,12–14 anos,Vespertino,9–11 anos,1 a 2 SM,Brancos,Risco moderado/grave,1,1,1.0
R0407,2,CED São Bartolomeu,53014880,Feminino,12.156,12–14 anos,Vespertino,9–11 anos,>2 SM,Brancos,Sem insegurança,0,0,1.0
R0408,1,Escola Classe Dom Bosco,53068220,Masculino,9.166,7–9 anos,Vespertino,≥12 anos,>2 SM,Brancos,Sem insegurança,0,0,0.0
R0409,1,Escola Classe Dom Bosco,53068220,Masculino,9.906,7–9 anos,Matutino,0–8 anos,,Pardos/pretos,,,,1.0
R0410,6,Escola Classe 104 de São Sebastião,53013484,Feminino,11.014,10–11 anos,Matutino,0–8 anos,>2 SM,Pardos/pretos,Risco moderado/grave,1,1,0.0
R0411,4,CEF Miguel Arcanjo,53068211,Feminino,12.81,12–14 anos,Matutino,9–11 anos,Até 1 SM,Brancos,Risco moderado/grave,1,1,1.0
R0412,2,CED São Bartolomeu,53014880,Feminino,15.929,15–17 anos,Matutino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0413,3,Escola Classe Cerâmica da Bênção,53009770,Masculino,7.707,7–9 anos,Matutino,≥12 anos,1 a 2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0414,1,Escola Classe Dom Bosco,53068220,Masculino,10.245,10–11 anos,Matutino,0–8 anos,>2 SM,Pardos/pretos,Risco moderado/grave,1,1,0.0
R0415,7,Centro Educacional São José,53011988,Feminino,14.031,12–14 anos,Matutino,≥12 anos,>2 SM,Pardos/pretos,Algum risco,1,0,1.0
R0416,4,CEF Miguel Arcanjo,53068211,Feminino,13.095,12–14 anos,Matutino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0417,1,Escola Classe Dom Bosco,53068220,Feminino,9.248,7–9 anos,Matutino,9–11 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0418,7,Centro Educacional São José,53011988,Masculino,12.679,12–14 anos,Matutino,0–8 anos,Até 1 SM,Pardos/pretos,Algum risco,1,0,1.0
R0419,1,Escola Classe Dom Bosco,53068220,Masculino,9.24,7–9 anos,Vespertino,≥12 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0420,1,Escola Classe Dom Bosco,53068220,Masculino,9.311,7–9 anos,Matutino,9–11 anos,1 a 2 SM,Brancos,Algum risco,1,0,0.0
R0421,7,Centro Educacional São José,53011988,Masculino,12.545,12–14 anos,Matutino,9–11 anos,,Brancos,,,,1.0
R0422,1,Escola Classe Dom Bosco,53068220,Feminino,9.076,7–9 anos,Vespertino,0–8 anos,,Pardos/pretos,,,,0.0
R0423,7,Centro Educacional São José,53011988,Masculino,11.368,10–11 anos,Vespertino,≥12 anos,>2 SM,Brancos,Sem insegurança,0,0,0.0
R0424,1,Escola Classe Dom Bosco,53068220,Masculino,10.672,10–11 anos,Vespertino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0425,1,Escola Classe Dom Bosco,53068220,Feminino,9.196,7–9 anos,Vespertino,9–11 anos,Até 1 SM,Pardos/pretos,Algum risco,1,0,0.0
R0426,6,Escola Classe 104 de São Sebastião,53013484,Masculino,11.217,10–11 anos,Vespertino,0–8 anos,Até 1 SM,Pardos/pretos,Algum risco,1,0,1.0
R0427,1,Escola Classe Dom Bosco,53068220,Feminino,9.782,7–9 anos,Matutino,9–11 anos,Até 1 SM,Brancos,Risco moderado/grave,1,1,1.0
R0428,1,Escola Classe Dom Bosco,53068220,Feminino,9.996,7–9 anos,Vespertino,9–11 anos,,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0429,2,CED São Bartolomeu,53014880,Masculino,11.663,10–11 anos,Vespertino,Não soube informar,>2 SM,Brancos,Sem insegurança,0,0,1.0
R0430,1,Escola Classe Dom Bosco,53068220,Masculino,8.364,7–9 anos,Vespertino,9–11 anos,1 a 2 SM,Pardos/pretos,Sem insegurança,0,0,1.0
R0431,1,Escola Classe Dom Bosco,53068220,Masculino,8.767,7–9 anos,Vespertino,0–8 anos,,Brancos,Risco moderado/grave,1,1,1.0
R0432,6,Escola Classe 104 de São Sebastião,53013484,Masculino,8.468,7–9 anos,Matutino,9–11 anos,Até 1 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0433,2,CED São Bartolomeu,53014880,Masculino,12.838,12–14 anos,Vespertino,9–11 anos,>2 SM,Brancos,Sem insegurança,0,0,0.0
R0434,4,CEF Miguel Arcanjo,53068211,Masculino,7.978,7–9 anos,Matutino,9–11 anos,1 a 2 SM,Brancos,Sem insegurança,0,0,0.0
R0435,3,Escola Classe Cerâmica da Bênção,53009770,Feminino,8.323,7–9 anos,Matutino,0–8 anos,1 a 2 SM,Pardos/pretos,,,,1.0
R0436,2,CED São Bartolomeu,53014880,Masculino,14.007,12–14 anos,Vespertino,0–8 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0437,2,CED São Bartolomeu,53014880,Masculino,15.0,15–17 anos,Matutino,9–11 anos,Até 1 SM,Pardos/pretos,Sem insegurança,0,0,1.0
R0438,1,Escola Classe Dom Bosco,53068220,Masculino,9.309,7–9 anos,Matutino,9–11 anos,1 a 2 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0439,1,Escola Classe Dom Bosco,53068220,Masculino,8.148,7–9 anos,Vespertino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0440,3,Escola Classe Cerâmica da Bênção,53009770,Masculino,7.696,7–9 anos,Matutino,≥12 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0441,2,CED São Bartolomeu,53014880,Feminino,12.824,12–14 anos,Vespertino,9–11 anos,1 a 2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0442,4,CEF Miguel Arcanjo,53068211,Feminino,12.756,12–14 anos,Vespertino,0–8 anos,1 a 2 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0443,5,Escola Classe São Bartolomeu,53012178,Feminino,9.429,7–9 anos,Matutino,0–8 anos,,Brancos,Sem insegurança,0,0,0.0
R0444,6,Escola Classe 104 de São Sebastião,53013484,Feminino,10.678,10–11 anos,Vespertino,0–8 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0445,1,Escola Classe Dom Bosco,53068220,Feminino,9.944,7–9 anos,Matutino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0446,7,Centro Educacional São José,53011988,Feminino,12.605,12–14 anos,Vespertino,0–8 anos,Até 1 SM,Pardos/pretos,,,,1.0
R0447,2,CED São Bartolomeu,53014880,Masculino,13.196,12–14 anos,Vespertino,9–11 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0448,1,Escola Classe Dom Bosco,53068220,Feminino,11.105,10–11 anos,Vespertino,9–11 anos,Até 1 SM,Brancos,Risco moderado/grave,1,1,1.0
R0449,5,Escola Classe São Bartolomeu,53012178,Feminino,9.476,7–9 anos,Matutino,9–11 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0450,2,CED São Bartolomeu,53014880,Masculino,10.976,10–11 anos,Vespertino,≥12 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0451,2,CED São Bartolomeu,53014880,Feminino,15.795,15–17 anos,Matutino,0–8 anos,1 a 2 SM,Brancos,Risco moderado/grave,1,1,1.0
R0452,7,Centro Educacional São José,53011988,Feminino,13.248,12–14 anos,Matutino,Não soube informar,1 a 2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0453,3,Escola Classe Cerâmica da Bênção,53009770,Feminino,8.704,7–9 anos,Matutino,≥12 anos,1 a 2 SM,Pardos/pretos,Algum risco,1,0,1.0
R0454,2,CED São Bartolomeu,53014880,Masculino,16.29,15–17 anos,Matutino,9–11 anos,1 a 2 SM,Brancos,Sem insegurança,0,0,1.0
R0455,7,Centro Educacional São José,53011988,Feminino,13.248,12–14 anos,Matutino,Não soube informar,1 a 2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0456,4,CEF Miguel Arcanjo,53068211,Masculino,14.056,12–14 anos,Vespertino,9–11 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0457,4,CEF Miguel Arcanjo,53068211,Feminino,13.268,12–14 anos,Vespertino,0–8 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0458,3,Escola Classe Cerâmica da Bênção,53009770,Feminino,9.867,7–9 anos,Matutino,≥12 anos,>2 SM,Pardos/pretos,Algum risco,1,0,0.0
R0459,2,CED São Bartolomeu,53014880,Masculino,13.432,12–14 anos,Matutino,9–11 anos,1 a 2 SM,Brancos,,,,0.0
R0460,4,CEF Miguel Arcanjo,53068211,Feminino,12.611,12–14 anos,Vespertino,0–8 anos,1 a 2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0461,3,Escola Classe Cerâmica da Bênção,53009770,Feminino,7.463,7–9 anos,Matutino,≥12 anos,>2 SM,Pardos/pretos,Algum risco,1,0,0.0
R0462,5,Escola Classe São Bartolomeu,53012178,Feminino,8.517,7–9 anos,Matutino,0–8 anos,1 a 2 SM,Brancos,Risco moderado/grave,1,1,0.0
R0463,7,Centro Educacional São José,53011988,Masculino,14.322,12–14 anos,Matutino,0–8 anos,Até 1 SM,Pardos/pretos,Algum risco,1,0,1.0
R0464,6,Escola Classe 104 de São Sebastião,53013484,Feminino,9.287,7–9 anos,Vespertino,0–8 anos,Até 1 SM,Pardos/pretos,Sem insegurança,0,0,1.0
R0465,1,Escola Classe Dom Bosco,53068220,Masculino,8.301,7–9 anos,Vespertino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0466,4,CEF Miguel Arcanjo,53068211,Masculino,12.0,12–14 anos,Vespertino,9–11 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0467,4,CEF Miguel Arcanjo,53068211,Feminino,13.01,12–14 anos,Matutino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0468,6,Escola Classe 104 de São Sebastião,53013484,Feminino,11.447,10–11 anos,Matutino,≥12 anos,1 a 2 SM,Pardos/pretos,Algum risco,1,0,0.0
R0469,7,Centro Educacional São José,53011988,Masculino,14.344,12–14 anos,Vespertino,9–11 anos,>2 SM,Pardos/pretos,Sem insegurança,0,0,0.0
R0470,1,Escola Classe Dom Bosco,53068220,Feminino,11.521,10–11 anos,Matutino,9–11 anos,Até 1 SM,Outras raças/cores,Risco moderado/grave,1,1,1.0
R0471,2,CED São Bartolomeu,53014880,Feminino,12.485,12–14 anos,Vespertino,Não soube informar,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0472,2,CED São Bartolomeu,53014880,Feminino,13.429,12–14 anos,Vespertino,9–11 anos,Até 1 SM,Outras raças/cores,Risco moderado/grave,1,1,0.0
R0473,1,Escola Classe Dom Bosco,53068220,Feminino,10.494,10–11 anos,Vespertino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0474,7,Centro Educacional São José,53011988,Masculino,14.385,12–14 anos,Matutino,0–8 anos,1 a 2 SM,Brancos,Risco moderado/grave,1,1,1.0
R0475,2,CED São Bartolomeu,53014880,Feminino,,,Matutino,0–8 anos,1 a 2 SM,Pardos/pretos,Algum risco,1,0,1.0
R0476,7,Centro Educacional São José,53011988,Feminino,12.717,12–14 anos,Matutino,0–8 anos,Até 1 SM,Pardos/pretos,Sem insegurança,0,0,1.0
R0477,2,CED São Bartolomeu,53014880,Feminino,13.5,12–14 anos,Vespertino,Não soube informar,Até 1 SM,Outras raças/cores,Sem insegurança,0,0,1.0
R0478,5,Escola Classe São Bartolomeu,53012178,Feminino,8.734,7–9 anos,Matutino,9–11 anos,1 a 2 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0479,1,Escola Classe Dom Bosco,53068220,Masculino,12.063,12–14 anos,Matutino,9–11 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0480,4,CEF Miguel Arcanjo,53068211,Masculino,12.329,12–14 anos,Matutino,0–8 anos,>2 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0481,4,CEF Miguel Arcanjo,53068211,Feminino,15.08,15–17 anos,Vespertino,0–8 anos,Até 1 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
R0482,6,Escola Classe 104 de São Sebastião,53013484,Feminino,10.713,10–11 anos,Matutino,≥12 anos,1 a 2 SM,Pardos/pretos,Risco moderado/grave,1,1,1.0
